zhAddress,zhLink,zhName,zhNum,zhTime,zhType
香港,position_detail.php?id=49275&keywords=&tid=0&lid=0,GY0-【国际业务部】Program Director（Hong Kong）,2,2019-04-12,市场类
深圳,position_detail.php?id=49276&keywords=&tid=0&lid=0,GY0-【国际业务部】搜索业务高级架构师(深圳) ,1,2019-04-12,技术类
深圳,position_detail.php?id=49303&keywords=&tid=0&lid=0,20354-腾讯云虚拟化漏洞研究员,2,2019-04-12,技术类
深圳,position_detail.php?id=49304&keywords=&tid=0&lid=0,CSIG15-智能终端产品经理,2,2019-04-12,产品/项目类
深圳,position_detail.php?id=49305&keywords=&tid=0&lid=0,20354-腾讯云安全产品后台高级开发工程师,1,2019-04-12,技术类
上海,position_detail.php?id=49307&keywords=&tid=0&lid=0,15614-客户端高级工程师（上海）,1,2019-04-12,技术类
深圳,position_detail.php?id=49296&keywords=&tid=0&lid=0,28096-腾讯音乐音频研究员（深圳）,1,2019-04-12,技术类
深圳,position_detail.php?id=49297&keywords=&tid=0&lid=0,28096-腾讯音乐广告推荐算法工程师（深圳）,1,2019-04-12,技术类
北京,position_detail.php?id=49298&keywords=&tid=0&lid=0,22090-天天快报-IOS开发工程师（北京）,1,2019-04-12,技术类
深圳,position_detail.php?id=49299&keywords=&tid=0&lid=0,28096-腾讯音乐DMP后台开发工程师（深圳）,1,2019-04-12,技术类
深圳,position_detail.php?id=49300&keywords=&tid=0&lid=0,23518-产品经理,1,2019-04-12,产品/项目类
广州,position_detail.php?id=49295&keywords=&tid=0&lid=0,WXG03-113 微信公众平台后台开发工程师（广州）,2,2019-04-12,技术类
深圳,position_detail.php?id=49315&keywords=&tid=0&lid=0,21227-创新手游产品—市场和平台渠道推广,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49316&keywords=&tid=0&lid=0,15570-MMO+FPS手游高级引擎开发工程师,2,2019-04-12,技术类
深圳,position_detail.php?id=49317&keywords=&tid=0&lid=0,21227-ARPG品类本地化高级运营策划,1,2019-04-12,产品/项目类
北京,position_detail.php?id=49308&keywords=&tid=0&lid=0,32271-腾讯视频效果投放运营经理（信息流方向）,1,2019-04-12,内容编辑类
深圳,position_detail.php?id=49309&keywords=&tid=0&lid=0,TME-全民K歌国际版后台工程师,3,2019-04-12,技术类
深圳,position_detail.php?id=49310&keywords=&tid=0&lid=0,18428-金融应用安全运维工程师,1,2019-04-12,技术类
上海,position_detail.php?id=49311&keywords=&tid=0&lid=0,15616-高级UI视觉设计师,2,2019-04-12,设计类
北京,position_detail.php?id=49312&keywords=&tid=0&lid=0,24548-电影商业制片人,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49301&keywords=&tid=0&lid=0,20354-腾讯云安全攻防专家（深圳总部）,1,2019-04-12,技术类
北京,position_detail.php?id=49302&keywords=&tid=0&lid=0,20354-腾讯云安全攻防专家（北京）,1,2019-04-12,技术类
北京,position_detail.php?id=49325&keywords=&tid=0&lid=0,RP-健康顾问（顾问合同）,1,2019-04-12,职能类
深圳,position_detail.php?id=49326&keywords=&tid=0&lid=0,31109-招聘经理,1,2019-04-12,职能类
深圳,position_detail.php?id=49327&keywords=&tid=0&lid=0,21089-英雄联盟衍生品运营（深圳）,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49328&keywords=&tid=0&lid=0,18302-剑灵IP手游后台高级开发工程师（深圳）,1,2019-04-12,技术类
深圳,position_detail.php?id=49318&keywords=&tid=0&lid=0,TEG02-云网络测试工程师,1,2019-04-12,技术类
深圳,position_detail.php?id=49319&keywords=&tid=0&lid=0,WH-企业文化经理（深圳）,1,2019-04-12,职能类
深圳,position_detail.php?id=49321&keywords=&tid=0&lid=0,PCG10-浏览器功能前端开发工程师,1,2019-04-12,技术类
深圳,position_detail.php?id=49322&keywords=&tid=0&lid=0,CSIG17-云网络产品测试高级工程师,1,2019-04-12,技术类
深圳,position_detail.php?id=49313&keywords=&tid=0&lid=0,18402-移动游戏本地化高级策划（深圳）,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49314&keywords=&tid=0&lid=0,28297-Strategic Planning Manager – Oversea Business,2,2019-04-12,市场类
深圳,position_detail.php?id=49336&keywords=&tid=0&lid=0,TME-全民K歌海外市场与用户研究经理（深圳）,1,2019-04-12,市场类
深圳,position_detail.php?id=49337&keywords=&tid=0&lid=0,TME-粉丝经济高级产品策划（深圳）,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49338&keywords=&tid=0&lid=0,30361-腾讯文档web前端开发,1,2019-04-12,技术类
深圳,position_detail.php?id=49329&keywords=&tid=0&lid=0,PCG04-测试Leader,1,2019-04-12,技术类
深圳,position_detail.php?id=49330&keywords=&tid=0&lid=0,PCG04-安全测试组长,1,2019-04-12,技术类
深圳,position_detail.php?id=49331&keywords=&tid=0&lid=0,PCG04-web前端高级开发工程师,1,2019-04-12,技术类
北京,position_detail.php?id=49332&keywords=&tid=0&lid=0,PCG04-后台开发工程师（北京）,1,2019-04-12,技术类
深圳,position_detail.php?id=49333&keywords=&tid=0&lid=0,TME-节目编导,1,2019-04-12,内容编辑类
深圳,position_detail.php?id=49323&keywords=&tid=0&lid=0,27730-短视频APP后台开发工程师（深圳）,2,2019-04-12,技术类
深圳,position_detail.php?id=49324&keywords=&tid=0&lid=0,27730-产品经理（用户运营方向）,1,2019-04-12,产品/项目类
美国,position_detail.php?id=49348&keywords=&tid=0&lid=0,30933-Lead Game Narrative Designer,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49349&keywords=&tid=0&lid=0,23516-移动游戏社区运营(深圳）,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49350&keywords=&tid=0&lid=0,29912-高级后台开发岗,2,2019-04-12,技术类
上海,position_detail.php?id=49339&keywords=&tid=0&lid=0,21229-新媒体合作运营高级经理（上海）,1,2019-04-12,产品/项目类
北京,position_detail.php?id=49340&keywords=&tid=0&lid=0,29777-腾讯云交通行业策略专家（北京）,1,2019-04-12,产品/项目类
上海,position_detail.php?id=49341&keywords=&tid=0&lid=0,29777-腾讯云交通行业策略专家（上海）,1,2019-04-12,产品/项目类
北京,position_detail.php?id=49343&keywords=&tid=0&lid=0,CSIG16-自动驾驶云平台高级测试工程师（北京）,1,2019-04-12,技术类
北京,position_detail.php?id=49344&keywords=&tid=0&lid=0,CSIG16-自动驾驶云平台高级前端开发工程师（北京）,1,2019-04-12,技术类
上海,position_detail.php?id=49334&keywords=&tid=0&lid=0,21229-代理游戏高级产品运营,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49335&keywords=&tid=0&lid=0,23671-企鹅号平台产品经理（深圳）,1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49359&keywords=&tid=0&lid=0,26699-智慧零售行业系统架构师,1,2019-04-12,技术类
深圳,position_detail.php?id=49360&keywords=&tid=0&lid=0,26699-智慧零售行业系统架构师,2,2019-04-12,技术类
深圳,position_detail.php?id=49351&keywords=&tid=0&lid=0,29912-Mac桌面开发工程师  ,2,2019-04-12,技术类
上海,position_detail.php?id=49352&keywords=&tid=0&lid=0,32032-资深UI美术（上海）,1,2019-04-12,设计类
上海,position_detail.php?id=49353&keywords=&tid=0&lid=0,32032-资深特效美术设计师（上海）,1,2019-04-12,设计类
上海,position_detail.php?id=49354&keywords=&tid=0&lid=0,32032-高级技术美术（上海）,1,2019-04-12,设计类
上海,position_detail.php?id=49355&keywords=&tid=0&lid=0,32032-资深后台开发工程师（上海）,1,2019-04-12,技术类
深圳,position_detail.php?id=49345&keywords=&tid=0&lid=0,29302-服务采购商务岗,1,2019-04-12,职能类
北京,position_detail.php?id=49346&keywords=&tid=0&lid=0,CSIG16-自动驾驶高精地图（地图编译）,1,2019-04-12,技术类
深圳,position_detail.php?id=49347&keywords=&tid=0&lid=0,26564-web前端开发(深圳）,1,2019-04-12,技术类
深圳,position_detail.php?id=49367&keywords=&tid=0&lid=0,27441-基金财务经理（深圳）,1,2019-04-12,职能类
深圳,position_detail.php?id=49368&keywords=&tid=0&lid=0,25928-效能开发工程师,1,2019-04-12,技术类
深圳,position_detail.php?id=49362&keywords=&tid=0&lid=0,26699-智慧零售行业系统开发,2,2019-04-12,技术类
上海,position_detail.php?id=49363&keywords=&tid=0&lid=0,30624-腾讯广告华东服饰用品行业销售（上海）,1,2019-04-12,市场类
上海,position_detail.php?id=49364&keywords=&tid=0&lid=0,15573-移动游戏渠道运营(上海),1,2019-04-12,产品/项目类
深圳,position_detail.php?id=49365&keywords=&tid=0&lid=0,PCG09-信息流视频内容专家(CV方向),1,2019-04-12,技术类
深圳,position_detail.php?id=49366&keywords=&tid=0&lid=0,PCG09-信息流视频解决方案专家,1,2019-04-12,技术类
上海,position_detail.php?id=49356&keywords=&tid=0&lid=0,32032-移动客户端UE开发工程师（上海）,1,2019-04-12,技术类
上海,position_detail.php?id=49357&keywords=&tid=0&lid=0,20503-优图运维开发工程师(上海）,1,2019-04-12,技术类
深圳,position_detail.php?id=49358&keywords=&tid=0&lid=0,TEG05-Linux后台开发工程师（深圳）,2,2019-04-12,技术类
